                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     58,                 3.9678,                 15.641,                 2.0628,                      0,                      0,                      0,                      0,                 2.8579,                 3.5703,                 1.6926,             0.00061898,             0.00061898,             0.00061898
                     59,                 5.0028,                 8.9781,                 2.6614,                      0,                      0,                      0,                      0,                 2.8579,                 3.5703,                 1.6926,             0.00062958,             0.00062958,             0.00062958
                     60,                  3.992,                 9.3043,                 2.1383,                      0,                      0,                      0,                      0,                 2.7721,                 3.4648,                 1.6484,             0.00064018,             0.00064018,             0.00064018
                     61,                 2.2386,                 14.424,                0.97847,                      0,                      0,                      0,                      0,                 2.7721,                 3.4648,                 1.6484,             0.00065076,             0.00065076,             0.00065076
                     62,                 4.8795,                 7.5894,                 3.1144,                      0,                      0,                      0,                      0,                 2.7721,                 3.4648,                 1.6484,             0.00066134,             0.00066134,             0.00066134
                     63,                 4.8265,                 5.5595,                 3.4088,                      0,                      0,                      0,                      0,                 2.6037,                 3.3633,                 1.5577,             0.00067191,             0.00067191,             0.00067191
                     64,                 4.3239,                 5.2869,                 3.2335,                      0,                      0,                      0,                      0,                 2.6037,                 3.3633,                 1.5577,             0.00068247,             0.00068247,             0.00068247
                     65,                 4.7023,                 5.2885,                   3.04,                      0,                      0,                      0,                      0,                 2.6037,                 3.3633,                 1.5577,             0.00069302,             0.00069302,             0.00069302
                     66,                  5.106,                 10.467,                 2.4629,                      0,                      0,                      0,                      0,                 2.4498,                 3.2773,                 1.4774,             0.00070356,             0.00070356,             0.00070356
                     67,                 5.2503,                 5.9044,                 3.6416,                      0,                      0,                      0,                      0,                 2.4498,                 3.2773,                 1.4774,              0.0007141,              0.0007141,              0.0007141
                     68,                 4.2006,                 5.0115,                 2.9857,                      0,                      0,                      0,                      0,                 2.4498,                 3.2773,                 1.4774,             0.00072462,             0.00072462,             0.00072462
                     69,                  5.081,                 7.7954,                 3.5363,                      0,                      0,                      0,                      0,                 2.2126,                 3.1797,                 1.3493,             0.00073514,             0.00073514,             0.00073514
                     70,                 2.1858,                 14.165,                0.68655,                      0,                      0,                      0,                      0,                 2.2126,                 3.1797,                 1.3493,             0.00074564,             0.00074564,             0.00074564
                     71,                 4.7778,                 5.7219,                 2.3169,                      0,                      0,                      0,                      0,                 2.2126,                 3.1797,                 1.3493,             0.00075614,             0.00075614,             0.00075614
                     72,                 4.4722,                 8.3163,                 3.1259,                      0,                      0,                      0,                      0,                  2.016,                 3.1055,                 1.2431,             0.00076663,             0.00076663,             0.00076663
                     73,                 4.5057,                 4.9804,                  3.092,                      0,                      0,                      0,                      0,                  2.016,                 3.1055,                 1.2431,             0.00077711,             0.00077711,             0.00077711
                     74,                 5.3945,                 6.7894,                 2.8343,                      0,                      0,                      0,                      0,                  2.016,                 3.1055,                 1.2431,             0.00078758,             0.00078758,             0.00078758
                     75,                 5.3262,                 8.0157,                 2.8208,                      0,                      0,                      0,                      0,                 1.8148,                 3.0547,                 1.1304,             0.00079805,             0.00079805,             0.00079805
                     76,                 4.7492,                 7.1206,                 2.3986,                      0,                      0,                      0,                      0,                 1.8148,                 3.0547,                 1.1304,              0.0008085,              0.0008085,              0.0008085
                     77,                 4.0668,                 9.1675,                 2.3822,                      0,                      0,                      0,                      0,                 1.8148,                 3.0547,                 1.1304,             0.00081895,             0.00081895,             0.00081895
                     78,                 5.4507,                 9.0253,                 2.5093,                      0,                      0,                      0,                      0,                 1.6987,                 2.9844,                 1.0637,             0.00082939,             0.00082939,             0.00082939
                     79,                 4.7496,                 5.8029,                 2.3356,                      0,                      0,                      0,                      0,                 1.6987,                 2.9844,                 1.0637,             0.00083981,             0.00083981,             0.00083981
                     80,                 4.6033,                 4.7748,                 3.0911,                      0,                      0,                      0,                      0,                 1.6987,                 2.9844,                 1.0637,             0.00085023,             0.00085023,             0.00085023
                     81,                 5.1309,                 5.8268,                 2.5947,                      0,                      0,                      0,                      0,                 1.6407,                 2.8125,                 1.0291,             0.00086064,             0.00086064,             0.00086064
                     82,                 4.1534,                 5.7118,                 2.9469,                      0,                      0,                      0,                      0,                 1.6407,                 2.8125,                 1.0291,             0.00087104,             0.00087104,             0.00087104
                     83,                 4.7123,                  4.748,                 3.0983,                      0,                      0,                      0,                      0,                 1.6407,                 2.8125,                 1.0291,             0.00088144,             0.00088144,             0.00088144
                     84,                  3.744,                 4.8267,                 2.9695,                      0,                      0,                      0,                      0,                 1.5514,                 2.7539,                0.97479,             0.00089182,             0.00089182,             0.00089182
                     85,                 3.7321,                   4.75,                 2.1616,                      0,                      0,                      0,                      0,                 1.5514,                 2.7539,                0.97479,              0.0009022,              0.0009022,              0.0009022
                     86,                 3.6497,                 4.6821,                 2.6711,                      0,                      0,                      0,                      0,                 1.5514,                 2.7539,                0.97479,             0.00091256,             0.00091256,             0.00091256
                     87,                 3.9119,                 4.7692,                 2.3418,                      0,                      0,                      0,                      0,                 1.5514,                 2.7539,                0.97479,             0.00092292,             0.00092292,             0.00092292
                     88,                 4.7761,                 4.8108,                 2.4366,                      0,                      0,                      0,                      0,                 1.4414,                 2.6211,                0.90909,             0.00093327,             0.00093327,             0.00093327
                     89,                 4.2412,                 5.1983,                 2.6569,                      0,                      0,                      0,                      0,                 1.4414,                 2.6211,                0.90909,             0.00094361,             0.00094361,             0.00094361
                     90,                 4.6601,                 6.2688,                 2.3424,                      0,                      0,                      0,                      0,                 1.4414,                 2.6211,                0.90909,             0.00095394,             0.00095394,             0.00095394
                     91,                 4.1907,                 4.5376,                 2.3816,                      0,                      0,                      0,                      0,                 1.4414,                 2.6211,                0.90909,             0.00096426,             0.00096426,             0.00096426
                     92,                 5.1528,                 5.2816,                 2.4025,                      0,                      0,                      0,                      0,                 1.3211,                 2.5352,                0.83756,             0.00097458,             0.00097458,             0.00097458
                     93,                 4.4216,                 5.1427,                 2.1872,                      0,                      0,                      0,                      0,                 1.3211,                 2.5352,                0.83756,             0.00098488,             0.00098488,             0.00098488
                     94,                 3.8519,                 4.3219,                 2.3744,                      0,                      0,                      0,                      0,                 1.3211,                 2.5352,                0.83756,             0.00099518,             0.00099518,             0.00099518
                     95,                 4.5368,                 5.2276,                 2.7868,                      0,                      0,                      0,                      0,                 1.3211,                 2.5352,                0.83756,              0.0010055,              0.0010055,              0.0010055
                     96,                 4.6401,                 5.5567,                 2.2523,                      0,                      0,                      0,                      0,                 1.2021,                 2.4941,                 0.7679,              0.0010157,              0.0010157,              0.0010157
                     97,                 5.2118,                 5.0992,                  2.328,                      0,                      0,                      0,                      0,                 1.2021,                 2.4941,                 0.7679,               0.001026,               0.001026,               0.001026
                     98,                 5.1924,                 5.6912,                  2.034,                      0,                      0,                      0,                      0,                 1.2021,                 2.4941,                 0.7679,              0.0010363,              0.0010363,              0.0010363
                     99,                 5.2256,                 5.0945,                 2.3027,                      0,                      0,                      0,                      0,                 1.2021,                 2.4941,                 0.7679,              0.0010465,              0.0010465,              0.0010465
                    100,                 4.4385,                 6.2957,                 1.8458,                      0,                      0,                      0,                      0,                 1.1524,                  2.625,                0.73672,              0.0010568,              0.0010568,              0.0010568
                    101,                 4.9768,                 5.1873,                 2.5759,                      0,                      0,                      0,                      0,                 1.1524,                  2.625,                0.73672,               0.001067,               0.001067,               0.001067
                    102,                 4.8777,                 5.2976,                 2.1956,                      0,                      0,                      0,                      0,                 1.1524,                  2.625,                0.73672,              0.0010666,              0.0010666,              0.0010666
                    103,                 4.4814,                 7.7896,                 2.1128,                      0,                      0,                      0,                      0,                 1.1524,                  2.625,                0.73672,              0.0010661,              0.0010661,              0.0010661
                    104,                 4.0995,                 4.6275,                 2.4473,                      0,                      0,                      0,                      0,                 1.2102,                 3.8926,                0.76729,              0.0010657,              0.0010657,              0.0010657
                    105,                 3.6507,                 4.4197,                 3.0416,                      0,                      0,                      0,                      0,                 1.2102,                 3.8926,                0.76729,              0.0010652,              0.0010652,              0.0010652
                    106,                 3.3739,                 4.1992,                 2.7533,                      0,                      0,                      0,                      0,                 1.2102,                 3.8926,                0.76729,              0.0010648,              0.0010648,              0.0010648
                    107,                 4.2895,                 3.9481,                 1.9332,                      0,                      0,                      0,                      0,                 1.2102,                 3.8926,                0.76729,              0.0010644,              0.0010644,              0.0010644
                    108,                 3.9882,                  4.851,                 2.0002,                      0,                      0,                      0,                      0,                 1.2889,                 4.6953,                0.81069,              0.0010639,              0.0010639,              0.0010639
                    109,                 3.6323,                 4.4851,                 2.5665,                      0,                      0,                      0,                      0,                 1.2889,                 4.6953,                0.81069,              0.0010635,              0.0010635,              0.0010635
                    110,                 5.7157,                 6.2059,                 2.1352,                      0,                      0,                      0,                      0,                 1.2889,                 4.6953,                0.81069,               0.001063,               0.001063,               0.001063
                    111,                  4.733,                 4.5995,                 2.3116,                      0,                      0,                      0,                      0,                 1.2889,                 4.6953,                0.81069,              0.0010626,              0.0010626,              0.0010626
                    112,                 3.7548,                 4.7222,                 1.9255,                      0,                      0,                      0,                      0,                 1.4406,                 4.5781,                0.89572,              0.0010622,              0.0010622,              0.0010622
                    113,                  4.559,                 4.5337,                 2.1426,                      0,                      0,                      0,                      0,                 1.4406,                 4.5781,                0.89572,              0.0010617,              0.0010617,              0.0010617
                    114,                 4.0999,                 5.3084,                 2.9944,                      0,                      0,                      0,                      0,                 1.4406,                 4.5781,                0.89572,              0.0010613,              0.0010613,              0.0010613
                    115,                 3.4661,                 4.5769,                 2.5289,                      0,                      0,                      0,                      0,                 1.4406,                 4.5781,                0.89572,              0.0010608,              0.0010608,              0.0010608
                    116,                 3.9581,                 5.2964,                 2.8753,                      0,                      0,                      0,                      0,                 2.8758,                 4.7656,                 1.5297,              0.0010604,              0.0010604,              0.0010604
                    117,                 3.1805,                  4.553,                 1.9349,                      0,                      0,                      0,                      0,                 2.8758,                 4.7656,                 1.5297,                0.00106,                0.00106,                0.00106
                    118,                  4.163,                 4.2423,                 2.2569,                      0,                      0,                      0,                      0,                 2.8758,                 4.7656,                 1.5297,              0.0010595,              0.0010595,              0.0010595
                    119,                 3.5541,                 4.2736,                 2.4675,                      0,                      0,                      0,                      0,                 2.8758,                 4.7656,                 1.5297,              0.0010591,              0.0010591,              0.0010591
                    120,                 5.3426,                 4.1073,                 1.9052,                0.83603,                  0.125,                0.14941,                 0.0423,                 3.8245,                 4.1552,                 1.9091,              0.0010586,              0.0010586,              0.0010586
                    121,                 4.1294,                 4.3589,                 1.8488,                0.83603,                  0.125,                0.14941,                 0.0423,                 3.8245,                 4.1552,                 1.9091,              0.0010582,              0.0010582,              0.0010582
                    122,                 3.6495,                 5.0118,                 2.3865,                0.83603,                  0.125,                0.14941,                 0.0423,                 3.8245,                 4.1552,                 1.9091,              0.0010578,              0.0010578,              0.0010578
                    123,                 4.1234,                 3.9817,                 1.7929,                0.83603,                  0.125,                0.14941,                 0.0423,                 3.8245,                 4.1552,                 1.9091,              0.0010573,              0.0010573,              0.0010573
                    124,                 4.4278,                 4.3942,                 1.9885,                0.00332,                   0.25,                0.15553,                0.03582,                 3.4056,                  3.829,                  2.048,              0.0010569,              0.0010569,              0.0010569
                    125,                 3.3251,                 3.8199,                 2.0749,                0.00332,                   0.25,                0.15553,                0.03582,                 3.4056,                  3.829,                  2.048,              0.0010564,              0.0010564,              0.0010564
                    126,                 3.8099,                 4.5165,                 2.4405,                0.00332,                   0.25,                0.15553,                0.03582,                 3.4056,                  3.829,                  2.048,               0.001056,               0.001056,               0.001056
                    127,                 3.4152,                 3.7222,                 1.8673,                0.00332,                   0.25,                0.15553,                0.03582,                 3.4056,                  3.829,                  2.048,              0.0010556,              0.0010556,              0.0010556
                    128,                 4.2782,                 4.1419,                 2.2182,                0.00332,                   0.25,                0.15553,                0.03582,                 3.5587,                 4.5518,                  2.287,              0.0010551,              0.0010551,              0.0010551
                    129,                 3.3095,                 4.1991,                 1.9087,                0.00332,                   0.25,                0.15553,                0.03582,                 3.5587,                 4.5518,                  2.287,              0.0010547,              0.0010547,              0.0010547
                    130,                 3.7685,                 4.3158,                 1.9509,                0.00332,                   0.25,                0.15553,                0.03582,                 3.5587,                 4.5518,                  2.287,              0.0010542,              0.0010542,              0.0010542
                    131,                 3.4482,                 3.9222,                 1.7644,                0.00332,                   0.25,                0.15553,                0.03582,                 3.5587,                 4.5518,                  2.287,              0.0010538,              0.0010538,              0.0010538
                    132,                  4.364,                 3.6648,                 2.0396,                0.00332,                   0.25,                0.15553,                0.03582,                 3.6418,                 4.6856,                   2.49,              0.0010534,              0.0010534,              0.0010534
                    133,                 4.0246,                 6.2609,                 2.8969,                0.00332,                   0.25,                0.15553,                0.03582,                 3.6418,                 4.6856,                   2.49,              0.0010529,              0.0010529,              0.0010529
