                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     66,                 2.9343,                  2.755,                 2.3014,                0.78041,                0.07862,                0.06306,                 0.0169,                 2.9696,                 2.9618,                 2.5192,             0.00096801,             0.00096801,             0.00096801
                     67,                 2.7061,                 2.5431,                 2.1556,                0.49067,                0.10462,                0.05857,                0.01512,                 3.1438,                 2.8808,                 2.5936,             0.00096581,             0.00096581,             0.00096581
                     68,                 2.7907,                 2.6275,                 2.1886,                0.74107,                0.08023,                 0.0575,                 0.0154,                 3.0562,                 3.1183,                 2.4964,             0.00096361,             0.00096361,             0.00096361
                     69,                 2.7278,                 2.6454,                 2.1143,                0.87081,                0.06727,                0.09424,                0.02783,                 2.8016,                 3.3737,                 2.3234,             0.00096141,             0.00096141,             0.00096141
                     70,                 2.8435,                 2.8206,                 2.1623,                0.87541,                0.06909,                0.10497,                  0.033,                 2.7455,                 2.8972,                 2.2398,             0.00095922,             0.00095922,             0.00095922
                     71,                 2.6951,                 2.6263,                 2.0459,                0.75452,                0.11692,                0.12401,                0.04206,                 2.6324,                 2.2936,                 2.1802,             0.00095702,             0.00095702,             0.00095702
                     72,                 2.7534,                 2.5572,                 2.2216,                0.73827,                0.11519,                0.14217,                0.05149,                  2.578,                 2.2008,                 2.1814,             0.00095482,             0.00095482,             0.00095482
                     73,                  2.813,                 2.5194,                 2.1248,                0.73082,                0.10993,                 0.1441,                0.04662,                  2.684,                 2.2023,                 2.2683,             0.00095262,             0.00095262,             0.00095262
                     74,                 2.7662,                 2.4363,                 2.0767,                0.73591,                0.11049,                 0.1537,                 0.0499,                 2.6141,                 2.1755,                 2.2139,             0.00095042,             0.00095042,             0.00095042
                     75,                  2.688,                 2.5487,                 2.1299,                0.54966,                0.17657,                0.14427,                0.05057,                 2.5996,                 2.1546,                 2.1791,             0.00094822,             0.00094822,             0.00094822
                     76,                 2.6623,                 2.5385,                 2.1448,                0.56776,                0.18039,                0.13562,                0.04421,                 2.6191,                 2.2446,                 2.1994,             0.00094602,             0.00094602,             0.00094602
                     77,                 2.7316,                 2.4902,                  2.128,                 0.8277,                0.13762,                0.12961,                0.04423,                 2.6154,                 2.3052,                 2.1972,             0.00094382,             0.00094382,             0.00094382
                     78,                 2.6661,                 2.3801,                 2.1009,                0.77369,                0.15524,                0.14319,                 0.0493,                 2.5569,                 2.3201,                 2.1728,             0.00094162,             0.00094162,             0.00094162
                     79,                 2.6578,                  2.403,                 2.1672,                0.83514,                0.12615,                0.15992,                0.05933,                 2.5141,                 2.1805,                 2.1283,             0.00093942,             0.00093942,             0.00093942
                     80,                 2.5837,                 2.3756,                 2.0434,                0.82707,                0.12483,                 0.1719,                0.06152,                 2.5489,                 2.1464,                 2.1385,             0.00093722,             0.00093722,             0.00093722
                     81,                 2.6889,                 2.5172,                 2.1764,                0.78867,                0.14853,                0.16367,                0.05724,                   2.61,                 2.1365,                 2.1716,             0.00093502,             0.00093502,             0.00093502
                     82,                 2.5407,                 2.3659,                 2.0092,                0.43682,                0.21536,                0.15346,                0.04841,                 2.6686,                 2.2721,                 2.2334,             0.00093282,             0.00093282,             0.00093282
                     83,                 2.5759,                 2.3704,                 2.1683,                0.45773,                0.20919,                0.15853,                0.05211,                 2.5866,                 2.3804,                 2.1728,             0.00093062,             0.00093062,             0.00093062
                     84,                 2.5769,                  2.334,                 2.0978,                0.39171,                0.24552,                0.16699,                0.05966,                  2.483,                 2.2843,                 2.0626,             0.00092842,             0.00092842,             0.00092842
                     85,                 2.6396,                 2.4819,                 2.1639,                 0.5536,                0.24792,                 0.1729,                0.06454,                 2.4009,                 2.1175,                 2.0349,             0.00092622,             0.00092622,             0.00092622
                     86,                 2.5917,                 2.4664,                 2.0606,                0.63327,                0.24885,                0.20174,                0.07225,                 2.3612,                 2.0636,                 2.0317,             0.00092402,             0.00092402,             0.00092402
                     87,                 2.5638,                 2.1876,                 1.9696,                0.70315,                0.20215,                0.20515,                0.07064,                  2.338,                 2.0438,                 2.0247,             0.00092182,             0.00092182,             0.00092182
                     88,                 2.5436,                 2.3394,                 2.0343,                0.65192,                0.20685,                 0.1817,                0.06639,                 2.3593,                 2.0172,                 2.0216,             0.00091962,             0.00091962,             0.00091962
                     89,                 2.5331,                 2.4037,                 2.0456,                0.63555,                0.23442,                0.17845,                0.06077,                 2.4534,                 2.0391,                 2.0496,             0.00091742,             0.00091742,             0.00091742
                     90,                 2.5249,                  2.274,                 1.9864,                0.60432,                0.21073,                0.18652,                0.06173,                 2.5201,                 2.0668,                 2.0784,             0.00091522,             0.00091522,             0.00091522
                     91,                 2.4873,                 2.2834,                  2.005,                0.61878,                0.21059,                0.21485,                0.07149,                 2.4883,                 2.0347,                 2.0566,             0.00091302,             0.00091302,             0.00091302
                     92,                 2.4914,                 2.1344,                 1.9039,                0.74545,                0.22618,                 0.2174,                0.07311,                 2.4138,                 2.1582,                 2.0416,             0.00091082,             0.00091082,             0.00091082
                     93,                 2.4499,                 2.1643,                 1.9485,                0.70928,                0.19762,                0.19538,                0.06273,                 2.3741,                 2.2713,                  2.025,             0.00090862,             0.00090862,             0.00090862
                     94,                 2.5249,                 2.2954,                 2.0052,                 0.6234,                0.23845,                0.19882,                0.06482,                 2.3186,                 2.1817,                 1.9808,             0.00090642,             0.00090642,             0.00090642
                     95,                  2.456,                 2.3442,                 1.9831,                0.44325,                0.25239,                0.21893,                0.07955,                   2.26,                 2.0172,                 1.9211,             0.00090422,             0.00090422,             0.00090422
                     96,                  2.557,                 2.1394,                 1.8536,                0.46391,                   0.26,                0.22308,                0.08404,                  2.249,                 1.9478,                 1.8869,             0.00090202,             0.00090202,             0.00090202
                     97,                 2.4299,                 2.1916,                 1.9932,                0.66054,                0.26252,                0.25109,                0.10043,                 2.2209,                 1.8679,                 1.8816,             0.00089982,             0.00089982,             0.00089982
                     98,                 2.5367,                 2.1101,                 1.9334,                0.45206,                0.31089,                0.25866,                0.10498,                 2.2099,                 1.8139,                 1.8856,             0.00089762,             0.00089762,             0.00089762
                     99,                 2.3651,                 1.9317,                 1.8174,                0.60729,                0.18406,                0.24507,                0.09918,                  2.209,                 1.8532,                 1.9064,             0.00089542,             0.00089542,             0.00089542
                    100,                 2.4363,                 2.3068,                  1.991,                0.63596,                0.17413,                0.24078,                0.09545,                 2.3258,                 1.8969,                 1.9795,             0.00089322,             0.00089322,             0.00089322
                    101,                 2.4526,                  2.044,                 1.7571,                0.55684,                0.22406,                 0.2337,                0.08563,                 2.4076,                 1.9442,                 2.0209,             0.00089102,             0.00089102,             0.00089102
                    102,                 2.3641,                 1.9886,                  1.855,                0.61019,                 0.2193,                0.20496,                0.07755,                 2.4276,                  1.927,                  2.039,             0.00088882,             0.00088882,             0.00088882
                    103,                 2.3937,                 2.0059,                  1.825,                0.74943,                0.22897,                0.22672,                0.08292,                 2.3663,                 1.8902,                 1.9994,             0.00088662,             0.00088662,             0.00088662
                    104,                   2.29,                 2.0329,                 1.8654,                0.75206,                0.19719,                0.24728,                0.09743,                  2.259,                 1.8296,                 1.9228,             0.00088442,             0.00088442,             0.00088442
                    105,                 2.4082,                  2.144,                 1.8411,                 0.6708,                0.22322,                0.24595,                0.10115,                 2.2704,                 1.8969,                 1.9282,             0.00088222,             0.00088222,             0.00088222
                    106,                  2.226,                 1.9974,                 1.8019,                0.80492,                0.24189,                0.26315,                0.11304,                 2.2481,                 1.8555,                 1.8993,             0.00088002,             0.00088002,             0.00088002
                    107,                 2.4013,                 2.1719,                 1.8605,                0.72868,                0.26564,                0.28423,                0.12375,                 2.2001,                 1.8333,                 1.8451,             0.00087782,             0.00087782,             0.00087782
                    108,                 2.3385,                 1.8845,                 1.7685,                0.81177,                0.25259,                0.30764,                0.12258,                 2.1937,                 1.8247,                 1.8283,             0.00087562,             0.00087562,             0.00087562
                    109,                 2.3751,                 2.0423,                 1.8621,                0.78431,                 0.2826,                0.30366,                0.12711,                 2.2088,                 1.8342,                   1.83,             0.00087342,             0.00087342,             0.00087342
                    110,                 2.3571,                 1.9589,                 1.8245,                 0.6154,                0.25762,                0.32181,                0.12542,                 2.1333,                  1.836,                 1.7915,             0.00087122,             0.00087122,             0.00087122
                    111,                  2.308,                  1.942,                 1.7896,                0.25315,                0.26196,                0.26336,                  0.094,                  2.175,                  1.903,                 1.8229,             0.00086902,             0.00086902,             0.00086902
                    112,                 2.3412,                 1.9634,                 1.8522,                0.29361,                0.24624,                0.22797,                0.07914,                  2.239,                 2.0224,                 1.8866,             0.00086682,             0.00086682,             0.00086682
                    113,                 2.3988,                 2.0454,                 1.9307,                0.29005,                0.25427,                0.21073,                0.07749,                 2.2544,                 2.1543,                 1.9317,             0.00086462,             0.00086462,             0.00086462
                    114,                 2.2523,                 1.8965,                 1.7313,                0.25381,                0.37097,                0.24884,                0.09521,                 2.1931,                  2.063,                 1.8721,             0.00086242,             0.00086242,             0.00086242
                    115,                 2.3125,                 1.9624,                 1.9173,                0.36075,                0.33193,                0.32395,                0.11762,                  2.157,                 1.9835,                 1.8232,             0.00086023,             0.00086023,             0.00086023
                    116,                  2.334,                 1.9164,                  1.741,                0.39608,                 0.3372,                0.32525,                0.13065,                 2.1137,                 1.8954,                 1.7746,             0.00085803,             0.00085803,             0.00085803
                    117,                 2.2788,                 1.9624,                 1.9099,                0.45134,                0.32219,                0.33125,                0.14412,                 2.0514,                 1.8252,                 1.7452,             0.00085583,             0.00085583,             0.00085583
                    118,                 2.2186,                 1.7997,                 1.6854,                0.49091,                 0.3011,                0.33641,                0.15478,                 2.0504,                 1.8478,                  1.751,             0.00085363,             0.00085363,             0.00085363
                    119,                 2.2974,                 1.8506,                 1.7309,                0.48341,                0.31845,                 0.3477,                0.14968,                 2.0639,                  1.841,                 1.7457,             0.00085143,             0.00085143,             0.00085143
                    120,                 2.2768,                 1.8744,                 1.7766,                0.46252,                0.32532,                0.33105,                0.12982,                 2.1321,                 1.8328,                 1.7567,             0.00084923,             0.00084923,             0.00084923
                    121,                 2.3152,                 1.8915,                 1.7443,                 0.5787,                0.32344,                0.32888,                0.11217,                  2.231,                 1.8012,                 1.8134,             0.00084703,             0.00084703,             0.00084703
                    122,                  2.302,                 2.0396,                 1.8816,                0.54641,                0.35929,                0.30086,                0.11153,                 2.2896,                 1.7427,                 1.8457,             0.00084483,             0.00084483,             0.00084483
                    123,                  2.192,                 1.7148,                 1.6456,                0.52863,                 0.3636,                0.29044,                0.11112,                  2.252,                 1.7704,                 1.8404,             0.00084263,             0.00084263,             0.00084263
                    124,                 2.2563,                 1.7573,                 1.7145,                0.50064,                0.34637,                0.31694,                 0.1191,                 2.1926,                 1.8483,                 1.8292,             0.00084043,             0.00084043,             0.00084043
                    125,                 2.3041,                 1.8721,                 1.7765,                0.31986,                0.41554,                0.37169,                0.14593,                 2.1001,                 1.7604,                 1.7776,             0.00083823,             0.00083823,             0.00083823
                    126,                 2.2216,                 1.8449,                 1.7166,                0.61777,                0.35049,                0.38614,                0.15672,                 2.0553,                 1.6763,                 1.7437,             0.00083603,             0.00083603,             0.00083603
                    127,                 2.2382,                 1.6904,                 1.6981,                0.69847,                0.34222,                 0.3976,                0.16871,                 2.0314,                 1.6343,                  1.724,             0.00083383,             0.00083383,             0.00083383
                    128,                 2.2509,                 1.8005,                 1.8344,                0.64486,                0.33108,                0.39532,                0.16299,                 2.0829,                   1.66,                 1.7596,             0.00083163,             0.00083163,             0.00083163
                    129,                 2.2224,                 1.7986,                 1.7751,                0.72413,                0.28333,                0.40408,                0.15272,                 2.1948,                 1.7705,                 1.8371,             0.00082943,             0.00082943,             0.00082943
                    130,                 2.2809,                 1.8636,                 1.7889,                0.76912,                0.27151,                0.55301,                0.16897,                  2.232,                 1.7772,                  1.855,             0.00082723,             0.00082723,             0.00082723
                    131,                 2.2703,                 1.9321,                 1.8201,                 0.4571,                0.32831,                0.35635,                0.13452,                  2.255,                 1.7531,                 1.8402,             0.00082503,             0.00082503,             0.00082503
                    132,                 2.1707,                 1.6805,                 1.6932,                 0.4472,                0.37947,                0.37442,                0.13474,                 2.2431,                  1.755,                 1.8091,             0.00082283,             0.00082283,             0.00082283
                    133,                 2.1664,                 1.6594,                 1.6311,                0.33749,                0.43217,                0.37265,                0.13586,                 2.1829,                 1.8228,                 1.7751,             0.00082063,             0.00082063,             0.00082063
                    134,                 2.1848,                 1.6935,                 1.6933,                0.48432,                0.37721,                 0.3758,                0.13733,                 2.0891,                  1.848,                 1.7601,             0.00081843,             0.00081843,             0.00081843
                    135,                 2.2167,                 1.6401,                 1.6432,                0.44008,                0.40027,                0.39239,                0.14817,                 2.0391,                 1.7475,                 1.7511,             0.00081623,             0.00081623,             0.00081623
                    136,                 2.2066,                 1.8499,                 1.7176,                0.46473,                0.37864,                0.43338,                0.17538,                 1.9897,                  1.603,                 1.7188,             0.00081403,             0.00081403,             0.00081403
                    137,                 2.1125,                 1.7362,                 1.6227,                0.64024,                0.38307,                0.50999,                0.21757,                 1.9455,                 1.5124,                 1.6944,             0.00081183,             0.00081183,             0.00081183
                    138,                  2.124,                 1.7077,                 1.6456,                0.61298,                0.36731,                0.47632,                0.22016,                 1.9424,                 1.5124,                 1.6914,             0.00080963,             0.00080963,             0.00080963
                    139,                 2.1119,                 1.7252,                 1.6791,                0.64868,                0.32199,                0.45077,                0.19689,                 2.0213,                 1.6127,                 1.7419,             0.00080743,             0.00080743,             0.00080743
                    140,                 2.0783,                 1.6293,                 1.6383,                0.64327,                0.40104,                0.42672,                0.17446,                  2.162,                 1.6809,                 1.8218,             0.00080523,             0.00080523,             0.00080523
                    141,                 2.1612,                 1.6502,                 1.6813,                0.62813,                0.40092,                0.45513,                0.18303,                 2.1145,                 1.6362,                 1.7893,             0.00080303,             0.00080303,             0.00080303
                    142,                 2.1427,                 1.6321,                 1.6453,                0.65562,                 0.4611,                0.48661,                0.21313,                 1.9474,                 1.4949,                   1.69,             0.00080083,             0.00080083,             0.00080083
                    143,                 2.0522,                 1.6806,                 1.7008,                0.66391,                0.47375,                0.47862,                0.20552,                 1.9767,                 1.4441,                 1.6807,             0.00079863,             0.00079863,             0.00079863
                    144,                 2.1136,                 1.5751,                 1.6821,                0.66871,                0.46915,                0.47634,                0.20016,                 2.0076,                 1.4293,                 1.6865,             0.00079643,             0.00079643,             0.00079643
                    145,                 2.1139,                  1.662,                 1.7156,                0.69077,                0.47761,                0.51081,                0.21617,                 1.9613,                  1.393,                  1.684,             0.00079423,             0.00079423,             0.00079423
                    146,                 2.0816,                 1.6529,                 1.6663,                0.56518,                0.48567,                0.52511,                0.22322,                 1.9739,                 1.4193,                 1.6939,             0.00079203,             0.00079203,             0.00079203
                    147,                 2.1338,                  1.627,                 1.6876,                0.57387,                0.44941,                0.49675,                0.21143,                 1.9797,                 1.5256,                 1.7011,             0.00078983,             0.00078983,             0.00078983
                    148,                 2.1278,                 1.6858,                 1.7046,                0.46174,                0.44129,                0.47548,                0.21969,                 1.8995,                  1.439,                 1.6555,             0.00078763,             0.00078763,             0.00078763
                    149,                 2.0495,                 1.5105,                 1.6289,                0.73359,                0.43815,                0.49706,                0.24753,                 1.8368,                 1.3111,                  1.622,             0.00078543,             0.00078543,             0.00078543
                    150,                 2.1274,                 1.5408,                  1.629,                0.75234,                0.42074,                0.48242,                 0.2216,                 1.8943,                 1.3264,                 1.6266,             0.00078323,             0.00078323,             0.00078323
                    151,                 2.0275,                 1.5667,                 1.6501,                0.69394,                0.44159,                0.48862,                0.20365,                 1.9913,                 1.3443,                 1.6647,             0.00078103,             0.00078103,             0.00078103
                    152,                 2.0212,                 1.5387,                  1.662,                 0.7877,                0.37467,                0.47142,                0.20012,                 2.0359,                 1.3605,                 1.7052,             0.00077883,             0.00077883,             0.00077883
                    153,                 2.0994,                 1.6303,                 1.6884,                0.72096,                0.42114,                0.46885,                0.20475,                 2.0109,                 1.4064,                 1.6971,             0.00077663,             0.00077663,             0.00077663
                    154,                 2.0792,                 1.5704,                 1.6411,                0.68651,                0.40262,                 0.4602,                0.20479,                  1.946,                 1.4198,                 1.6479,             0.00077443,             0.00077443,             0.00077443
